-0.0313860656027186,-0.02561238719677371,-0.044821677594354
-0.02959488888592667,-0.02387632114507691,0.8365848633675323
-0.03142204540098775,-0.02570334643069627,-0.9693704102541187
-0.03053221695628101,-0.02486221874161374,-0.2929179760178439
-0.03015997748524049,-0.02453211949408951,0.2533618838394893
-0.03028614777870122,-0.02468792035834892,0.0008895643619540898
-0.03052686413529669,-0.02495607286255623,-0.1509234398829753
-0.03056111352745448,-0.02502654311647985,-0.1294601089775711
-0.03055752816792561,-0.02506621812043469,-0.07173006252066313
-0.03055091351949207,-0.02510854947861767,-0.06468565819026335
-0.03053063805097686,-0.02514229078073913,-0.06324361732463035
-0.03048633553285987,-0.02515600265611938,-0.05602755158359374
-0.03042717115724028,-0.02515719327759112,-0.0477950722986563
-0.03036550297495971,-0.02515614916065337,-0.04406032326063207
-0.03030817337930884,-0.02515823722932464,-0.04429101058692592
-0.03025966577730856,-0.02516657206192457,-0.04667825198787611
-0.0302201631846315,-0.02518048156506527,-0.04969314077249618
-0.03018940201848614,-0.02519890533964841,-0.05227764934815324
-0.03016463731730431,-0.02521867450563027,-0.05379460339509638
-0.03014508928882022,-0.02523859267490516,-0.05420750718757859
-0.03012926659701898,-0.02525670087849138,-0.05381901180415634
-0.03011766601835309,-0.025272920670285,-0.05291179321160301
-0.03010931685007577,-0.02528626154297154,-0.05172911623195447
-0.03010626326132131,-0.02529782913985881,-0.05057246274011485
-0.03010814133207498,-0.02530718341466311,-0.04958031645489565
-0.030116245769252,-0.02531522906431583,-0.04870342585030698
-0.03013068387187646,-0.02532151707303785,-0.04793873607562882
-0.03015291130697154,-0.02532737333382979,-0.04739512022359868
-0.03018296487022366,-0.02533246401812441,-0.04710113377178259
-0.030222129843866,-0.02533799474235665,-0.04702845938359894
-0.0302692551927123,-0.02534267948289916,-0.04693396337999237
-0.03032528773503903,-0.02534779844977943,-0.04683875656732519
-0.03038965119017821,-0.02535259200676167,-0.04687467331285994
-0.03046311114613851,-0.02535810341485751,-0.04698359674982619
-0.03054511894051478,-0.02536373152412114,-0.04720456820006114
-0.03063567987699822,-0.02537008054972733,-0.04742757668531587
-0.03073378135500318,-0.02537601380080632,-0.04751515363573879
-0.03083972185173313,-0.02538258471769861,-0.0475827860594743
-0.03095265546311992,-0.02538893591177046,-0.04769963047665403
-0.03107228108094577,-0.02539559424553738,-0.04773339699079586
-0.03119815712688959,-0.02540190107467207,-0.04773321064761078
-0.03132953202477881,-0.02540821612704006,-0.04765741980328457
-0.0314667892972372,-0.02541446419921359,-0.04765348978907632
-0.03160906017943067,-0.02542095017584996,-0.04770808010082465
-0.03175660075345829,-0.0254273760277729,-0.04776429947110175
