-0.02563484816169101,-25.63484816169101,-2.187061463132069e-05,-0.006060839990996882,-3.004598681688646e-06,5.164112532025029e-05,-0.006019244593687874,-2.758053644033522e-06,0.0005031359265940081
-0.02566026752511156,-0.02541936342054935,-0.0002352892288641878,-0.009522744872490227,-9.871528986758845e-06,8.11319849178474e-05,-0.009457382135786832,-9.125642571718306e-06,0.0007905156289137391
-0.02566589721726595,-0.00562969215438941,-0.001249412600756829,-0.008145040851519052,-5.658647618141756e-06,6.939914995639076e-05,-0.008089104634293656,-4.23174412854823e-06,0.0006761499194440583
-0.02567179707298838,-0.005764773938411738,-0.004438935024283013,-0.00718263436715532,-1.740574058092774e-06,6.120649235767431e-05,-0.007133308604570446,2.665723531288169e-07,0.0005962647897446742
-0.02568551287114468,-0.009807826939364772,-0.01206852055720072,-0.00676811858790414,3.927992794680902e-07,5.767974114434683e-05,-0.006721642356025956,2.920719039788257e-06,0.0005618600664352914
-0.02570745914242084,-0.01783103471623103,-0.02716627130624414,-0.00654065045179113,1.815053782425525e-06,5.574568829606516e-05,-0.006495737025573956,4.837745758166338e-06,0.0005429817811504025
-0.02573463809441204,-0.02456261163368001,-0.05328911575021921,-0.006315884072971165,3.443921612455573e-06,5.383609343771999e-05,-0.006272513517447679,6.943011795492938e-06,0.0005243293522111237
-0.02576353668949462,-0.02803877353689012,-0.09429558238375087,-0.006089153710856309,5.311340250224124e-06,5.191154206963013e-05,-0.006047339322094167,9.268428760971921e-06,0.0005055159353998695
-0.0257915988422359,-0.02848037391193353,-0.1541511837097157,-0.005879367749337907,7.251061188762306e-06,5.013263654106155e-05,-0.005838993192324158,1.164874262368581e-05,0.0004881106776921995
-0.02581792020968806,-0.0271917600967158,-0.2367637143727123,-0.005739375438111167,8.700899130903804e-06,4.894692781577298e-05,-0.005699961947063143,1.35268909085654e-05,0.0004764978921996867
-0.02584153771592348,-0.02496943684378652,-0.3458457617100928,-0.005682916542593835,9.370739098553847e-06,4.846937849091129e-05,-0.005643890916296013,1.461995519481645e-05,0.0004718158676399053
-0.0258633238696826,-0.02270182999727401,-0.4848018276705255,-0.005736440380039675,8.776865835373923e-06,4.892163050505884e-05,-0.005697048196431362,1.445376640142773e-05,0.0004762562552011114
-0.02588343581564621,-0.02094904986136431,-0.6566376352669012,-0.005884255474146663,6.904232940087329e-06,5.016859193419005e-05,-0.005843849887894942,1.30215802543363e-05,0.0004885148486073563
-0.0259030960901926,-0.01988611025499978,-0.8638893935493446,-0.006133717564368443,3.462100684178196e-06,5.226957897348267e-05,-0.006091601656910653,1.00416767210681e-05,0.0005091986252063795
-0.02592247131599325,-0.01951775017352414,-1.108570986090115,-0.006457531557934494,-1.342544679660254e-06,5.499198066950835e-05,-0.006413195606335016,5.727196962448074e-06,0.0005360415383512615
-0.0259423508791394,-0.01962739447339615,-1.39213721357079,-0.006863388484284406,-7.780803500168012e-06,5.839774933959837e-05,-0.00681627048940671,-1.855640891691373e-07,0.0005696781675989172
-0.02596257751047509,-0.02005309724091922,-1.715461359627438,-0.007326992022788433,-1.560302815457965e-05,6.228033428782379e-05,-0.007276696567961509,-7.442558781867119e-06,0.0006080919457369391
-0.02598380872289683,-0.0207289218787151,-2.078825465078856,-0.007865142213586668,-2.52265780086313e-05,6.67776794139928e-05,-0.007811159231923418,-1.645398838443818e-05,0.0006526719055103609
-0.02600500570958886,-0.02121409955688387,-2.481921796222884,-0.008464627095645558,-3.654886722574764e-05,7.177635135407378e-05,-0.00840653711439698,-2.71124178961537e-05,0.0007023202139243011
