-0.02905322592558852,-0.02317352774650164
-0.02738117148704697,-0.02155326100733956
-0.02866985794805392,-0.02284929536701033
-0.0281643256996713,-0.02238135623292236
-0.02822360077609063,-0.02246737706556682
-0.02826203541755798,-0.02253335742169239
-0.02831104057455858,-0.02261326923502259
-0.0283577896861338,-0.02269529842770179
-0.02838758536675435,-0.02276826331648515
-0.02838816130976668,-0.02281689186463088
-0.02836374907479354,-0.02284581030218018
-0.02831921402984584,-0.0228581415034176
-0.02826748971790255,-0.02286521985544585
-0.02821420095062937,-0.02287104485452047
-0.02816827306405506,-0.02288338477107115
-0.0281281478115841,-0.02289931163160708
-0.02809825941486896,-0.02292271982773406
-0.02807372457886549,-0.02294804401784854
-0.02805678515897988,-0.02297734166815309
-0.02804166867509783,-0.02300437543812199
-0.02803117542824673,-0.02303208975360797
-0.02802095635800663,-0.02305571785726617
-0.02801501453679421,-0.02307924139689126
-0.02800962723633497,-0.02309865836967094
-0.02800859069657441,-0.02311821912414651
-0.02800823206425114,-0.02313331204575567
-0.02801341852119789,-0.02314969353707496
-0.02802080686090292,-0.02316369756088535
-0.02803454108335002,-0.02317999175464382
-0.02805061812747665,-0.02319452163000143
-0.02807195492320125,-0.02321122330419024
-0.02809479917769844,-0.02322624741787748
-0.02812201384793838,-0.02324366561129997
-0.02814938334473662,-0.0232592691816516
-0.02817995702913841,-0.02327765499398127
-0.02820939267848334,-0.02329466003162766
-0.02823983926095911,-0.02331412039626765
-0.02826723767583686,-0.02333193624118649
-0.02829356462933988,-0.02335207146194119
-0.02831488838398092,-0.02337038270978372
-0.0283329181162654,-0.02339082797826032
-0.0283442020154538,-0.02340957042670325
-0.02835003214730896,-0.02343015329454251
-0.02834786392353106,-0.02344946023386095
-0.02833827486124856,-0.0234713443735149
-0.02831879682371631,-0.02349074931750558
-0.02828994607084992,-0.02351295782322386
-0.02824965788148831,-0.02353374264474524
-0.02819817660013078,-0.02355671427925425
-0.02813416469528723,-0.0235785732476937
-0.02805699966509585,-0.02360230938061075
-0.02796614013405178,-0.02362482531939517
-0.02786077648081548,-0.0236491806466355
-0.0277409305261568,-0.0236722408980115
-0.02760550516724272,-0.02369704411174352
-0.02745518237204434,-0.02372042315774434
-0.02728856677002094,-0.02374544804389654
-0.02710706931168723,-0.02376897221015825
-0.02690885025091115,-0.02379403569501948
-0.02669611527026494,-0.02381753772628029
-0.0264666357390842,-0.02384258377896083
-0.02622323886143985,-0.02386600050729955
-0.02596335040034992,-0.02389103855588773
-0.025690396553429,-0.02391444405228844
-0.02540137679786947,-0.02393948661733479
-0.02510045348202736,-0.02396296119448458
-0.02478401847901146,-0.02398805236208999
-0.02445712520225029,-0.02401163612460368
-0.02411555437928784,-0.02403692991629883
-0.02376498415842811,-0.02406068599922478
-0.02340011262202512,-0.02408594132130635
-0.02302823925406542,-0.02410976667080627
-0.02264399975783058,-0.02413528178333584
-0.022254752742095,-0.024159411084033
-0.02185440848141548,-0.02418505312327072
-0.02145110421425625,-0.02420918675431046
-0.02103841495777079,-0.02423516638155106
-0.02062498470063088,-0.02425965044231882
-0.02020395761960946,-0.02428610290060116
-0.01978447552821178,-0.02431099981118919
-0.01935920203583491,-0.02433761603756351
-0.01893840562916272,-0.0243629202719197
-0.01851390991246252,-0.02438996606379408
-0.01809677865649847,-0.02441565809191093
-0.01767836873132828,-0.02444308574860168
-0.01727046473194901,-0.02446907390623212
-0.01686395824448259,-0.02449684729538993
-0.0164713911756426,-0.0245231966784966
-0.01608322403256161,-0.02455127188597305
-0.01571246614974603,-0.02457790641323861
-0.01534925166987586,-0.02460621166395617
-0.01500708129904383,-0.02463300132629194
-0.01467665676413157,-0.02466152750534054
-0.01437084689813001,-0.02468844384612173
-0.01407882433245973,-0.02471689009284989
-0.01381494922934857,-0.02474363888455324
-0.01356813600318406,-0.02477143780881314
-0.01335317712429513,-0.02479881733505023
-0.01315790973505581,-0.02482686500872009
-0.01299768043456232,-0.02485328232230252
-0.01285964866506952,-0.02488112802412949
-0.01275917793754631,-0.02490735037651253
-0.0126845784511302,-0.02493506102982581
-0.01264767165936127,-0.02496048914043004
-0.01263791891203362,-0.02498772686518405
-0.01266846591879884,-0.0250126959751819
-0.01272741730807264,-0.0250395749081503
